notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id,island,area,system_id,system_name,asset_type,asset_criticality,converted_to_order,closed_without_order,confirmed_closed_without_order,unconfirmed_closed_without_order,recurrent_notification,days_since_previous_same_defect,notification_age_days,days_to_order,execution_lead_days,active_backlog,risk_class,risk_sort_order,defect_status,maintenance_response_state
N0000182,,PLT-FL-DRY-DRS,M-DRY-DRS-01,2023-05-22,2,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,DRY-ELECTRICAL,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.48,301.30,,Fiber Line,Drying,SYS-FL-DRY-DRS,Dryer Section,Motor,A,FALSE,TRUE,FALSE,TRUE,FALSE,,908,,,FALSE,R2,2,Defect almost failure,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000183,,PLT-RU-CAU-SLK,TT-CAU-SLK-01,2023-05-22,1,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,CAU-INSTRUMENTATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.63,152.34,,Recovery & Utilities,Causticizing,SYS-RU-CAU-SLK,Slaking,Temperature Transmitter,B,FALSE,TRUE,FALSE,TRUE,FALSE,,908,,,FALSE,R3,3,Fault,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000184,WO0000107,PLT-RU-CAU-GLH,M-CAU-GLH-01,2023-05-24,3,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,CAU-ELECTRICAL,Closed,2023-05-27,PM02,Completed,2023-07-08,2023-07-08,2023-07-08,2023-07-08,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,19.96,12872.35,,Recovery & Utilities,Causticizing,SYS-RU-CAU-GLH,Green Liquor Handling,Motor,B,TRUE,FALSE,FALSE,FALSE,FALSE,,906,3,45,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000185,WO0000108,PLT-FL-BLE-CHM,AG-BLE-CHM-01,2023-05-25,3,Maintenance Sensory Route,Bleaching - Maintenance Route A,Sensory Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,BLE-MECHANICAL,Closed,2023-05-27,PM02,Completed,2023-07-05,2023-07-06,2023-07-05,2023-07-06,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,13.10,9383.68,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Agitator,B,TRUE,FALSE,FALSE,FALSE,TRUE,99,905,2,42,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000186,WO0000109,PLT-RU-UTL-PWT,P-UTL-PWT-01,2023-05-25,3,Planned Inspection,Utilities - Inspection,Planned Inspection,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,UTL-MECHANICAL,Closed,2023-05-26,PM02,Completed,2023-06-13,2023-06-14,2023-06-13,2023-06-14,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,18.52,13268.67,,Recovery & Utilities,Utilities,SYS-RU-UTL-PWT,Process Water,Pump,B,TRUE,FALSE,FALSE,FALSE,FALSE,,905,1,20,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000187,WO0000110,PLT-RU-RB-BLF,M-RB-BLF-01,2023-05-27,1,Condition Monitoring,Recovery Boiler - Condition Monitoring,Predictive Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,RB-ELECTRICAL,Closed,2023-05-31,CM01,Completed,2023-05-31,2023-05-31,2023-05-31,2023-05-31,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.42,149.58,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-BLF,Black Liquor Firing,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,903,4,4,FALSE,R1,1,Fault,MONITOR_CONDITION
N0000188,,PLT-FL-DIG-BLC,PV-DIG-BLC-01,2023-05-27,2,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Instrumentation,,DIG-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.35,232.96,,Fiber Line,Digester,SYS-FL-DIG-BLC,Blow / Pressure Control,Control Valve,A,FALSE,TRUE,TRUE,FALSE,FALSE,,903,,,FALSE,R2,2,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000189,WO0000111,PLT-RU-UTL-AIR,M-UTL-AIR-01,2023-05-29,2,Planned Inspection,Utilities - Inspection,Planned Inspection,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,UTL-ELECTRICAL,Closed,2023-05-31,PM02,Completed,2023-06-15,2023-06-15,2023-06-15,2023-06-15,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,8.63,2546.96,,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,901,2,17,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000190,,PLT-RU-UTL-STM,TT-UTL-STM-01,2023-05-29,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,UTL-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.52,254.36,,Recovery & Utilities,Utilities,SYS-RU-UTL-STM,Steam Distribution,Temperature Transmitter,B,FALSE,TRUE,TRUE,FALSE,FALSE,,901,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000191,WO0000112,PLT-RU-CAU-LMH,FV-CAU-LMH-01,2023-06-03,3,Operator Report,Causticizing - Operations,,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Instrumentation,,CAU-INSTRUMENTATION,Closed,2023-06-05,PM02,Completed,2023-06-22,2023-06-23,2023-06-22,2023-06-23,0,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,4.25,2247.78,,Recovery & Utilities,Causticizing,SYS-RU-CAU-LMH,Lime Mud Handling,Control Valve,B,TRUE,FALSE,FALSE,FALSE,FALSE,,896,2,20,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000192,,PLT-RU-EVA-BLF,FV-EVA-BLF-01,2023-06-04,3,Maintenance Sensory Route,Evaporation - Maintenance Route A,Sensory Route,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,EVA-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.62,292.39,,Recovery & Utilities,Evaporation,SYS-RU-EVA-BLF,Black Liquor Feed,Control Valve,B,FALSE,TRUE,TRUE,FALSE,FALSE,,895,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000193,,PLT-FL-WSH-SCR,SCR-WSH-SCR-01,2023-06-04,3,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,WSH-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.25,226.44,,Fiber Line,Washing & Screening,SYS-FL-WSH-SCR,Screening,Screen,B,FALSE,TRUE,TRUE,FALSE,FALSE,,895,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000194,,PLT-FL-WSH-FIL,FV-WSH-FIL-01,2023-06-05,2,Maintenance Sensory Route,Washing & Screening - Maintenance Route A,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,WSH-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.91,322.31,,Fiber Line,Washing & Screening,SYS-FL-WSH-FIL,Filtrate System,Control Valve,C,FALSE,TRUE,TRUE,FALSE,FALSE,,894,,,FALSE,R8,8,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000195,,PLT-FL-BLE-TWR,PV-BLE-TWR-01,2023-06-06,2,Planned Inspection,Bleaching - Inspection,Planned Inspection,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,BLE-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.42,245.38,,Fiber Line,Bleaching,SYS-FL-BLE-TWR,Bleaching Towers,Control Valve,B,FALSE,TRUE,TRUE,FALSE,TRUE,22,893,,,FALSE,R4,4,Defect almost failure,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000196,WO0000113,PLT-RU-UTL-AIR,M-UTL-AIR-01,2023-06-07,1,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Condition Monitoring,,UTL-CONDITION_MONITORING,Closed,2023-06-10,CM01,Completed,2023-06-11,2023-06-11,2023-06-11,2023-06-11,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.51,124.59,,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,892,3,4,FALSE,R1,1,Fault,MONITOR_CONDITION
N0000197,,PLT-FL-BLE-CHM,P-BLE-CHM-01,2023-06-08,3,Process Alarm,Bleaching - Control Room,Process / Control Monitoring,Delivered flow below expected operating range.,LOW_FLOW,LOW_FLOW,Mechanical,,BLE-MECHANICAL,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.57,325.67,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Pump,B,FALSE,TRUE,FALSE,TRUE,FALSE,,891,,,FALSE,R7,7,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000198,,PLT-RU-CAU-GLH,FV-CAU-GLH-01,2023-06-09,3,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,CAU-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.73,284.07,,Recovery & Utilities,Causticizing,SYS-RU-CAU-GLH,Green Liquor Handling,Control Valve,B,FALSE,TRUE,TRUE,FALSE,TRUE,147,890,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000199,WO0000114,PLT-RU-EVA-BLF,P-EVA-BLF-01,2023-06-09,2,Operator Report,Evaporation - Operations,,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,EVA-MECHANICAL,Closed,2023-06-11,PM02,Completed,2023-06-26,2023-06-27,2023-06-26,2023-06-27,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,20.81,14724.42,,Recovery & Utilities,Evaporation,SYS-RU-EVA-BLF,Black Liquor Feed,Pump,B,TRUE,FALSE,FALSE,FALSE,FALSE,,890,2,18,FALSE,R4,4,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000200,WO0000115,PLT-FL-DIG-IMP,P-DIG-IMP-01,2023-06-11,3,Planned Inspection,Digester - Inspection,Planned Inspection,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,DIG-LUBRICATION,Closed,2023-06-14,PM02,Completed,2023-07-28,2023-07-29,2023-07-28,2023-07-29,2,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,7.09,3984.00,,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,,888,3,48,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000201,,PLT-FL-DRY-PRS,PT-DRY-PRS-01,2023-06-14,3,Operator Report,Drying - Operations,,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,DRY-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.43,252.02,,Fiber Line,Drying,SYS-FL-DRY-PRS,Press Section,Pressure Transmitter,B,FALSE,TRUE,TRUE,FALSE,FALSE,,885,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000202,WO0000116,PLT-FL-BLE-TWR,AG-BLE-TWR-01,2023-06-15,1,Condition Monitoring,Bleaching - Condition Monitoring,Predictive Route,Oil sample shows elevated contamination.,OIL_CONTAMINATION,OIL_CONTAMINATION,Lubrication,,BLE-LUBRICATION,Closed,2023-06-16,CM01,Completed,2023-06-19,2023-06-19,2023-06-19,2023-06-19,0,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,7.19,3676.76,,Fiber Line,Bleaching,SYS-FL-BLE-TWR,Bleaching Towers,Agitator,B,TRUE,FALSE,FALSE,FALSE,FALSE,,884,1,4,FALSE,R3,3,Fault,COMPLETED_CORRECTIVE_ACTION
N0000203,WO0000117,PLT-FL-DIG-IMP,P-DIG-IMP-01,2023-06-15,3,Operator Report,Digester - Operations,,Delivered flow below expected operating range.,LOW_FLOW,LOW_FLOW,Mechanical,,DIG-MECHANICAL,Closed,2023-06-18,PM02,Completed,2023-07-25,2023-07-27,2023-07-25,2023-07-27,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,7.73,2280.50,,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,Pump,A,TRUE,FALSE,FALSE,FALSE,FALSE,,884,3,42,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000204,WO0000118,PLT-FL-DIG-IMP,M-DIG-IMP-01,2023-06-16,2,Process Alarm,Digester - Control Room,Process / Control Monitoring,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,DIG-ELECTRICAL,Closed,2023-06-19,PM02,Completed,2023-07-04,2023-07-06,2023-07-04,2023-07-06,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,14.75,9513.11,,Fiber Line,Digester,SYS-FL-DIG-IMP,Impregnation,Motor,A,TRUE,FALSE,FALSE,FALSE,FALSE,,883,3,20,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000205,,PLT-RU-CAU-REA,FV-CAU-REA-01,2023-06-19,3,Planned Inspection,Causticizing - Inspection,Planned Inspection,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,CAU-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.36,284.00,,Recovery & Utilities,Causticizing,SYS-RU-CAU-REA,Causticizing Reactors,Control Valve,B,FALSE,TRUE,TRUE,FALSE,FALSE,,880,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000206,WO0000119,PLT-RU-RB-FWS,FV-RB-FWS-01,2023-06-20,2,Operator Route,Recovery Boiler - Operations,Sensory Route,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,RB-VALVES,Closed,2023-06-23,PM02,Completed,2023-07-07,2023-07-07,2023-07-07,2023-07-07,0,WORK_COMPLETED,Corrective scope executed and checked.,Valve overhaul,Valve overhaul performed; post-work functional check within tolerance.,TRUE,15.21,12345.16,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-FWS,Feedwater System,Control Valve,A,TRUE,FALSE,FALSE,FALSE,FALSE,,879,3,17,FALSE,R2,2,Defect almost failure,COMPLETED_CORRECTIVE_ACTION
N0000207,,PLT-FL-BLE-CHM,FT-BLE-CHM-01,2023-06-21,2,Planned Inspection,Bleaching - Inspection,Planned Inspection,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,Automation,BLE-AUTOMATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.90,193.33,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Flow Transmitter,B,FALSE,TRUE,FALSE,TRUE,FALSE,,878,,,FALSE,R4,4,Defect almost failure,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000208,,PLT-FL-DIG-CHP,XV-DIG-CHP-01,2023-06-21,3,Operator Route,Digester - Operations,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,DIG-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.85,363.86,,Fiber Line,Digester,SYS-FL-DIG-CHP,Chip Feeding,On/Off Valve,B,FALSE,TRUE,TRUE,FALSE,TRUE,149,878,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000209,WO0000120,PLT-RU-UTL-AIR,CMP-UTL-AIR-01,2023-06-22,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,UTL-MECHANICAL,Closed,2023-06-23,PM02,Completed,2023-07-25,2023-07-27,2023-07-25,2023-07-27,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,19.89,14250.85,,Recovery & Utilities,Utilities,SYS-RU-UTL-AIR,Compressed Air,Compressor,A,TRUE,FALSE,FALSE,FALSE,TRUE,161,877,1,35,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000210,,PLT-FL-DRY-FOR,M-DRY-FOR-01,2023-06-23,3,Condition Monitoring,Drying - Condition Monitoring,Predictive Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Condition Monitoring,Electrical,DRY-ELECTRICAL,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.69,136.04,,Fiber Line,Drying,SYS-FL-DRY-FOR,Forming Section,Motor,A,FALSE,TRUE,TRUE,FALSE,TRUE,133,876,,,FALSE,R5,5,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000211,,PLT-RU-UTL-BFW,M-UTL-BFW-01,2023-06-24,3,Process Alarm,Utilities - Control Room,Process / Control Monitoring,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,UTL-LUBRICATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.38,109.60,,Recovery & Utilities,Utilities,SYS-RU-UTL-BFW,Boiler Feedwater,Motor,A,FALSE,TRUE,FALSE,TRUE,FALSE,,875,,,FALSE,R5,5,Defect,CLOSED_UNCONFIRMED_WITHOUT_ORDER
N0000212,WO0000121,PLT-RU-RB-SBL,ZS-RB-SBL-01,2023-06-26,3,Maintenance Sensory Route,Recovery Boiler - Maintenance Route A,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,RB-INSTRUMENTATION,Closed,2023-06-30,PM02,Completed,2023-07-30,2023-07-30,2023-07-30,2023-07-30,0,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.67,1671.80,,Recovery & Utilities,Recovery Boiler,SYS-RU-RB-SBL,Sootblowing,Position Switch,C,TRUE,FALSE,FALSE,FALSE,FALSE,,873,4,34,FALSE,R9,9,Defect,COMPLETED_CORRECTIVE_ACTION
N0000213,WO0000122,PLT-RU-CAU-SLK,SLK-CAU-SLK-01,2023-06-27,3,Condition Monitoring,Causticizing - Condition Monitoring,Predictive Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,CAU-MECHANICAL,Closed,2023-06-27,PM02,Completed,2023-08-25,2023-08-27,2023-08-25,2023-08-27,2,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,6.50,2322.82,,Recovery & Utilities,Causticizing,SYS-RU-CAU-SLK,Slaking,Slaker,A,TRUE,FALSE,FALSE,FALSE,TRUE,177,872,0,61,FALSE,R5,5,Defect,COMPLETED_CORRECTIVE_ACTION
N0000214,,PLT-FL-BLE-CHM,M-BLE-CHM-01,2023-06-28,3,Maintenance Sensory Route,Bleaching - Maintenance Route A,Sensory Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Condition Monitoring,,BLE-CONDITION_MONITORING,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.33,100.80,,Fiber Line,Bleaching,SYS-FL-BLE-CHM,Chemical Mixing,Motor,B,FALSE,TRUE,TRUE,FALSE,FALSE,,871,,,FALSE,R7,7,Defect,CLOSED_CONFIRMED_WITHOUT_ORDER
N0000215,WO0000123,PLT-FL-BLE-STW,P-BLE-STW-01,2023-06-28,3,Maintenance Sensory Route,Bleaching - Maintenance Route A,Sensory Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Condition Monitoring,,BLE-CONDITION_MONITORING,Closed,2023-06-28,PM02,Completed,2023-07-30,2023-08-01,2023-07-30,2023-08-01,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,19.92,14095.46,,Fiber Line,Bleaching,SYS-FL-BLE-STW,Stage Washing,Pump,B,TRUE,FALSE,FALSE,FALSE,TRUE,136,871,0,34,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000216,WO0000124,PLT-RU-UTL-CWT,FV-UTL-CWT-01,2023-06-29,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Instrumentation,,UTL-INSTRUMENTATION,Closed,2023-06-30,PM02,Completed,2023-08-18,2023-08-19,2023-08-18,2023-08-19,3,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,7.94,4194.76,,Recovery & Utilities,Utilities,SYS-RU-UTL-CWT,Cooling Water,Control Valve,B,TRUE,FALSE,FALSE,FALSE,FALSE,,870,1,51,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
N0000217,WO0000125,PLT-RU-CAU-REA,FV-CAU-REA-01,2023-07-03,3,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Instrumentation,,CAU-INSTRUMENTATION,Closed,2023-07-06,PM02,Completed,2023-08-20,2023-08-21,2023-08-20,2023-08-21,0,WORK_COMPLETED,Corrective scope executed and checked.,Valve overhaul,Valve overhaul performed; post-work functional check within tolerance.,TRUE,24.88,20197.14,,Recovery & Utilities,Causticizing,SYS-RU-CAU-REA,Causticizing Reactors,Control Valve,B,TRUE,FALSE,FALSE,FALSE,FALSE,,866,3,49,FALSE,R7,7,Defect,COMPLETED_CORRECTIVE_ACTION
