notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id
N0000240,WO0000141,PLT-RU-RB-AIR,DV-RB-AIR-01,2023-07-29,3,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,RB-AUTOMATION,Closed,2023-08-02,PM02,Completed,2023-08-30,2023-08-31,2023-08-30,2023-08-31,1,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,11.22,3311.13,
N0000241,,PLT-RU-CAU-GLC,LT-CAU-GLC-01,2023-07-29,3,Operator Route,Causticizing - Operations,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,CAU-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.42,242.82,
N0000242,WO0000142,PLT-FL-BLE-STW,FV-BLE-STW-01,2023-07-30,1,Breakdown / Corrective,Bleaching - Operations,,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,BLE-VALVES,Closed,2023-08-02,CM01,Completed,2023-10-03,2023-10-04,2023-10-03,2023-10-04,4,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.86,1876.27,
N0000243,,PLT-FL-DIG-DIS,LT-DIG-DIS-01,2023-07-30,3,Operator Route,Digester - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,DIG-INSTRUMENTATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.66,149.16,
N0000244,WO0000143,PLT-RU-RB-STM,PT-RB-STM-01,2023-07-30,2,Process Alarm,Recovery Boiler - Control Room,Process / Control Monitoring,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,Automation,RB-AUTOMATION,Closed,2023-08-04,PM02,Completed,2023-08-28,2023-08-30,2023-08-28,2023-08-30,1,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,4.42,1302.62,
N0000245,,PLT-RU-RB-STM,PV-RB-STM-01,2023-07-30,3,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,RB-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.90,315.73,
N0000246,WO0000144,PLT-RU-EVA-CIR,P-EVA-CIR-01,2023-07-31,2,Operator Report,Evaporation - Operations,,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,EVA-MECHANICAL,Closed,2023-08-04,PM02,Completed,2023-09-02,2023-09-03,2023-09-02,2023-09-03,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,12.52,8970.02,
N0000247,WO0000145,PLT-FL-DRY-HYD,PT-DRY-HYD-01,2023-07-31,2,Operator Report,Drying - Operations,,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,DRY-INSTRUMENTATION,Closed,2023-08-01,PM02,Completed,2023-08-12,2023-08-12,2023-08-12,2023-08-12,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.41,280.08,
N0000248,,PLT-FL-BLE-TWR,PV-BLE-TWR-01,2023-07-31,3,Maintenance Sensory Route,Bleaching - Maintenance Route A,Sensory Route,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Instrumentation,,BLE-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.59,294.93,
N0000249,WO0000146,PLT-FL-BLE-DOS,M-BLE-DOS-01,2023-08-01,2,Maintenance Sensory Route,Bleaching - Maintenance Route A,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,BLE-ELECTRICAL,Closed,2023-08-02,PM02,Completed,2023-08-14,2023-08-15,2023-08-14,2023-08-15,0,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,5.42,1327.79,
N0000250,,PLT-RU-EVA-CIR,P-EVA-CIR-01,2023-08-03,3,Condition Monitoring,Evaporation - Condition Monitoring,Predictive Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Condition Monitoring,,EVA-CONDITION_MONITORING,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.52,159.56,
N0000251,,PLT-RU-CAU-REA,FV-CAU-REA-01,2023-08-05,3,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,,CAU-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.76,141.66,
N0000252,WO0000147,PLT-RU-CAU-WLC,FT-CAU-WLC-01,2023-08-06,1,Operator Route,Causticizing - Operations,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,Automation,CAU-AUTOMATION,Closed,2023-08-09,CM01,Completed,2023-08-10,2023-08-12,2023-08-10,2023-08-12,0,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,5.97,4848.02,
N0000253,WO0000148,PLT-RU-UTL-PWT,M-UTL-PWT-01,2023-08-06,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,UTL-ELECTRICAL,Closed,2023-08-10,PM02,Completed,2023-09-19,2023-09-20,2023-09-19,2023-09-20,1,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,8.85,2610.43,
N0000254,WO0000149,PLT-FL-DIG-CHP,M-DIG-CHP-01,2023-08-08,3,Process Alarm,Digester - Control Room,Process / Control Monitoring,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,DIG-LUBRICATION,Closed,2023-08-13,PM02,Completed,2023-09-21,2023-09-22,2023-09-21,2023-09-22,1,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,8.11,4555.06,
N0000255,WO0000150,PLT-RU-CAU-GLC,P-CAU-GLC-01,2023-08-08,3,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Delivered flow below expected operating range.,LOW_FLOW,LOW_FLOW,Mechanical,,CAU-MECHANICAL,Closed,2023-08-13,PM02,Completed,2023-09-06,2023-09-07,2023-09-06,2023-09-07,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,5.51,1625.03,
N0000256,WO0000151,PLT-RU-CAU-GLH,P-CAU-GLH-01,2023-08-08,1,Breakdown / Corrective,Causticizing - Operations,,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,CAU-MECHANICAL,Closed,2023-08-12,CM01,Completed,2023-08-13,2023-08-15,2023-08-13,2023-08-15,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,4.51,1196.06,
N0000257,,PLT-RU-UTL-ELD,TR-UTL-ELD-01,2023-08-08,2,Planned Inspection,Utilities - Inspection,Planned Inspection,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Electrical,,UTL-ELECTRICAL,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.75,163.68,
N0000258,WO0000152,PLT-RU-CAU-REA,AG-CAU-REA-01,2023-08-10,2,Condition Monitoring,Causticizing - Condition Monitoring,Predictive Route,Lubricant level below normal mark.,LOW_LUBE_LEVEL,LOW_LUBE_LEVEL,Lubrication,,CAU-LUBRICATION,Closed,2023-08-15,PM02,Completed,2023-08-18,2023-08-18,2023-08-18,2023-08-18,0,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,2.06,1021.80,
N0000259,,PLT-RU-CAU-GLC,LT-CAU-GLC-01,2023-08-10,3,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,CAU-AUTOMATION,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.81,170.02,
N0000260,WO0000153,PLT-FL-WSH-SCR,DPIT-WSH-SCR-01,2023-08-12,1,Process Alarm,Washing & Screening - Control Room,Process / Control Monitoring,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,WSH-INSTRUMENTATION,Closed,2023-08-14,CM01,Completed,2023-09-18,2023-09-19,2023-09-18,2023-09-19,2,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,4.47,1320.12,
N0000261,,PLT-RU-EVA-CON,LT-EVA-CON-01,2023-08-13,3,Maintenance Sensory Route,Evaporation - Maintenance Route A,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,EVA-INSTRUMENTATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.87,213.21,
N0000262,WO0000154,PLT-FL-BLE-DOS,M-BLE-DOS-01,2023-08-13,3,Process Alarm,Bleaching - Control Room,Process / Control Monitoring,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,BLE-ELECTRICAL,Closed,2023-08-17,PM02,Completed,2023-09-28,2023-09-30,2023-09-28,2023-09-30,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,9.56,6167.16,
N0000263,WO0000155,PLT-RU-CAU-LMH,P-CAU-LMH-01,2023-08-13,3,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Lubricant level below normal mark.,LOW_LUBE_LEVEL,LOW_LUBE_LEVEL,Lubrication,,CAU-LUBRICATION,Closed,2023-08-16,PM02,Completed,2023-09-16,2023-09-18,2023-09-16,2023-09-18,0,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,1.48,731.49,
N0000264,,PLT-FL-DRY-PRS,ROLL-DRY-PRS-01,2023-08-13,2,Operator Route,Drying - Operations,Sensory Route,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,DRY-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.65,293.28,
N0000265,WO0000156,PLT-RU-LIM-IDF,DV-LIM-IDF-01,2023-08-14,2,Process Alarm,Lime Kiln - Control Room,Process / Control Monitoring,Process differential pressure above normal operating range.,PROCESS_RESTRICTION,PROCESS_RESTRICTION,Mechanical,,LIM-MECHANICAL,Closed,2023-08-16,PM02,Completed,2023-08-19,2023-08-19,2023-08-19,2023-08-19,0,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Inspected and recorded readings; no component correction performed.,FALSE,0.72,183.55,
N0000266,WO0000157,PLT-FL-DRY-FOR,DRV-DRY-FOR-01,2023-08-15,2,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Oil sample shows elevated contamination.,OIL_CONTAMINATION,OIL_CONTAMINATION,Lubrication,,DRY-LUBRICATION,Closed,2023-08-19,PM02,Completed,2023-09-05,2023-09-05,2023-09-05,2023-09-05,0,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,6.30,3222.01,
N0000267,WO0000158,PLT-FL-DIG-CIR,M-DIG-CIR-01,2023-08-15,3,Process Alarm,Digester - Control Room,Process / Control Monitoring,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Condition Monitoring,,DIG-CONDITION_MONITORING,Closed,2023-08-19,PM02,Completed,2023-09-01,2023-09-01,2023-09-01,2023-09-01,0,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,13.89,8961.87,
N0000268,WO0000159,PLT-FL-BLE-TWR,AG-BLE-TWR-01,2023-08-16,2,Condition Monitoring,Bleaching - Condition Monitoring,Predictive Route,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,,BLE-MECHANICAL,Closed,2023-08-16,PM02,Completed,2023-09-11,2023-09-12,2023-09-11,2023-09-12,2,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,10.01,4956.68,
N0000269,WO0000160,PLT-RU-CAU-WLC,AG-CAU-WLC-01,2023-08-19,1,Breakdown / Corrective,Causticizing - Operations,,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,,CAU-MECHANICAL,Closed,2023-08-20,CM01,Completed,2023-09-08,2023-09-10,2023-09-08,2023-09-10,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,9.33,6685.68,
N0000270,WO0000161,PLT-RU-LIM-LMF,FV-LIM-LMF-01,2023-08-19,1,Maintenance Sensory Route,Lime Kiln - Maintenance Route A,Sensory Route,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,LIM-VALVES,Closed,2023-08-21,CM01,Completed,2023-09-02,2023-09-03,2023-09-02,2023-09-03,1,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Inspected and recorded readings; no component correction performed.,FALSE,0.68,167.65,
N0000271,WO0000162,PLT-FL-DIG-BLC,PT-DIG-BLC-01,2023-08-19,3,Operator Route,Digester - Operations,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,DIG-INSTRUMENTATION,Closed,2023-08-20,PM02,Completed,2023-09-05,2023-09-07,2023-09-05,2023-09-07,0,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,3.48,1027.45,
N0000272,WO0000163,PLT-FL-WSH-SCR,M-WSH-SCR-01,2023-08-20,3,Operator Route,Washing & Screening - Operations,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,WSH-ELECTRICAL,Closed,2023-08-24,PM02,Completed,2023-10-10,2023-10-10,2023-10-10,2023-10-10,1,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Inspected and recorded readings; no component correction performed.,FALSE,1.84,307.51,
N0000273,WO0000164,PLT-RU-UTL-ELD,REL-UTL-ELD-01,2023-08-22,3,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,UTL-ELECTRICAL,Closed,2023-08-24,PM02,Completed,2023-09-24,2023-09-24,2023-09-24,2023-09-24,0,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,3.70,906.01,
N0000274,,PLT-RU-UTL-ELD,CB-UTL-ELD-01,2023-08-23,3,Planned Inspection,Utilities - Inspection,Planned Inspection,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Electrical,,UTL-ELECTRICAL,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.44,149.44,
N0000275,,PLT-FL-BLE-STW,FV-BLE-STW-01,2023-08-27,2,Process Alarm,Bleaching - Control Room,Process / Control Monitoring,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Instrumentation,,BLE-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.59,167.14,
N0000276,,PLT-FL-DRY-PRS,HY-DRY-PRS-01,2023-08-28,2,Planned Inspection,Drying - Inspection,Planned Inspection,Hydraulic pressure decays with no external leak.,HYD_INTERNAL_LEAKAGE,HYD_INTERNAL_LEAKAGE,Hydraulics,,DRY-HYDRAULICS,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,0.75,148.61,
N0000277,WO0000165,PLT-FL-DIG-BLC,PSHH-DIG-BLC-01,2023-08-28,3,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,DIG-INSTRUMENTATION,Closed,2023-08-29,PM02,Completed,2023-09-26,2023-09-28,2023-09-26,2023-09-28,0,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.02,1481.20,
N0000278,WO0000166,PLT-FL-DIG-DIS,P-DIG-DIS-01,2023-08-29,2,Planned Inspection,Digester - Inspection,Planned Inspection,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,DIG-MECHANICAL,Closed,2023-09-03,PM02,Completed,2023-09-19,2023-09-21,2023-09-19,2023-09-21,1,WORK_COMPLETED,Corrective scope executed and checked.,Bearing replacement,Bearing replacement performed; post-work functional check within tolerance.,TRUE,16.90,11958.34,
N0000279,WO0000167,PLT-RU-RB-SMT,P-RB-SMT-01,2023-08-29,3,Condition Monitoring,Recovery Boiler - Condition Monitoring,Predictive Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,RB-MECHANICAL,Closed,2023-09-02,PM02,Completed,2023-11-22,2023-11-24,2023-11-22,2023-11-24,5,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,5.85,1551.54,
N0000280,,PLT-RU-UTL-STM,PV-UTL-STM-01,2023-08-29,2,Operator Report,Utilities - Operations,,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,UTL-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.14,259.77,
N0000281,WO0000168,PLT-RU-LIM-DRV,DRV-LIM-DRV-01,2023-08-30,2,Process Alarm,Lime Kiln - Control Room,Process / Control Monitoring,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,,LIM-MECHANICAL,Closed,2023-08-30,PM02,Completed,2023-10-19,2023-10-20,2023-10-19,2023-10-20,3,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,11.60,5743.28,
